 7.72036002482930e-003    3.95737185141289e-003
 1.01256983240223e-002    1.45427205523025e-002
 1.26862197392924e-002    4.38248064332538e-002
 1.52079453755431e-002    1.23288909480198e-001
 1.76132836747362e-002    3.54257367078015e-001
 2.01350093109870e-002    1.26116345318442e+000
 2.25791433891993e-002    9.36713462235941e+000
 2.31610800744879e-002    1.89322987118924e+001
 2.37430167597765e-002    5.09186339453705e+001
 2.52172563625078e-002    7.57191353129267e+001
 2.46353196772191e-002    9.34591927008156e+002
 2.42861576660459e-002    8.12329976656791e+002
 2.44801365611421e-002    3.92015998439999e+003
 2.77389819987585e-002    3.77050174885909e+000
 3.02219118559901e-002    9.55303008767547e-001
 3.27824332712601e-002    8.71813192789494e-002
 4.06579764121664e-002    1.16450531165749e-002
 3.42178770949721e-002    2.95153267603409e-001
 3.47222222222222e-002    1.55018098730133e+000
 3.50713842333954e-002    4.37255488967206e+000
 3.76707014276847e-002    2.65919210546818e+000
 3.50713842333954e-002    9.82395196082619e+000
 3.66232153941651e-002    8.62962893893864e+000
 3.54593420235878e-002    2.86039102178088e+001
 3.60800744878957e-002    4.84226347317449e+001
 3.55369335816263e-002    5.96771816378942e+001
 3.60024829298572e-002    8.96876498467824e+001
 3.56921166977033e-002    1.73759068899054e+002
 3.56921166977033e-002    3.87303893408117e+002
 3.56145251396648e-002    1.44605169046035e+003
 3.57309124767225e-002    2.42220775430683e+003
 3.56921166977033e-002    6.95995240102691e+003
 4.18994413407821e-002    6.60129411124223e+003
 4.55850403476102e-002    8.97215498093425e+003
 4.95810055865922e-002    9.33532961951425e+003
 4.55850403476102e-002    5.45646293673555e+003
 4.18994413407821e-002    4.03590787244872e+003
 4.18218497827436e-002    2.21386009592088e+003
 4.17830540037244e-002    1.10116222531788e+003
 4.18218497827436e-002    2.36164798785457e+002
 4.11623215394165e-002    4.35606189855132e+001
 4.17442582247052e-002    3.11307013642184e+001
 4.01536312849162e-002    2.17817562373636e+001
 4.25977653631285e-002    4.01764695319002e+000
 4.76800124146493e-002    3.17485056820834e+000
 4.50031036623215e-002    6.17418094892943e-001
 4.92706393544382e-002    2.35362929014164e-002
 5.21027312228430e-002    3.66098180947059e-002
 5.06672873991310e-002    3.52787785416955e-002
 5.24906890130354e-002    8.26887163023621e-002
 5.14044072004966e-002    1.10324487484090e-001
 5.03957169459963e-002    3.18687123812778e-001
 5.03181253879578e-002    1.10491383014991e+000
 5.12880198634389e-002    1.18045624294299e+000
 4.86499068901304e-002    1.37620691413570e+000
 5.24130974549969e-002    2.18064646511740e+000
 5.09000620732464e-002    3.40089819814368e+000
 5.17535692116698e-002    7.72218193737201e+000
 4.95810055865922e-002    5.13825543321390e+000
 5.07836747361887e-002    5.88040877277285e+000
 4.53522656734947e-002    9.98112250896862e+000
 4.96973929236499e-002    1.03577021240247e+001
 4.78739913097455e-002    1.08055074370188e+001
 4.54298572315332e-002    2.70582284970716e+001
 4.57402234636871e-002    2.60744603649593e+001
 5.08224705152079e-002    2.77101638673782e+001
 5.17147734326505e-002    2.56638715534909e+001
 4.55074487895717e-002    1.24836062614620e+002
 4.56626319056487e-002    1.88608873191417e+002
 4.78351955307263e-002    2.61139050159594e+002
 4.98525760397269e-002    2.70991613625962e+002
 4.53522656734947e-002    5.12661794709845e+002
 5.07060831781502e-002    1.10700357515608e+003
 4.54686530105525e-002    1.34637058612782e+003
 4.55462445685909e-002    1.19526979417008e+003
 5.58659217877095e-002    1.45867534040413e+000
 5.65254500310366e-002    1.46253915027778e+000
 5.71849782743638e-002    1.47029750107516e+000
 5.77669149596524e-002    1.47809700769876e+000
 6.25387957790192e-002    1.70506658153497e+000
 6.49053382991931e-002    2.02496350284192e+000
 6.56812538795779e-002    2.08475321799702e+000
 6.58752327746741e-002    2.17488552303168e+000
 6.63019863438858e-002    2.28095055317758e+000
 7.02591558038485e-002    2.56251066710990e+000
 6.76210428305400e-002    3.14143336201968e+000
 6.82417752948479e-002    4.20244830463960e+000
 6.86297330850403e-002    6.50225761573833e+000
 7.00263811297331e-002    9.09848972662041e+000
 6.90564866542520e-002    1.79092459954044e+001
 6.98324022346369e-002    2.10454260409645e+001
 6.92504655493482e-002    2.67734244153169e+001
 6.96384233395407e-002    6.59879990975223e+001
 6.92892613283675e-002    1.17156783035745e+002
 6.95608317815022e-002    6.07236616526841e+002
 6.95608317815022e-002    1.08095916815964e+003
 7.09574798261949e-002    1.89251454224221e-001
 7.26644941030416e-002    4.84043389543318e-001
 7.30136561142148e-002    5.65805278708948e-001
 7.40999379267536e-002    6.80905981312947e-001
 7.51086281812539e-002    7.54905628974847e-001
 8.01520794537554e-002    9.50262140606921e-001
 8.50403476101800e-002    1.01792028705716e+000
 9.00837988826816e-002    1.04244584826887e+000
 1.00015518311608e-001    1.08177648025993e+000
 1.25077591558038e-001    1.09617989293498e+000
 1.49945685909373e-001    1.09908350731462e+000
 1.74968963376785e-001    1.09908350731462e+000
 1.99798261949100e-001    1.09039565665613e+000
 2.24821539416511e-001    1.08751499427962e+000
 2.49650837988827e-001    1.09908350731462e+000
 3.57309124767225e-002    5.53538553617864e+002
 3.56921166977033e-002    2.47027767704545e+002
 5.22967101179392e-002    5.55634370128838e+001
 4.80679702048417e-002    6.75779003222864e+001
